ISBN10,ISBN13,Title,Author,Cover,Publisher,Pages,,
135085322,9.78014E+12,Mid-Career Job Hunting: Official Handbook Of The Forty Plus Club,E. Patricia Birsner,http://www.openisbn.com/cover/0135085322_72.jpg,Arco Pub,389,,
312265611,9.78031E+12,Bloodroot: A Novel,Aaron Roy Even,http://www.openisbn.com/cover/0312265611_72.jpg,Thomas Dunne Books,272,,
395979366,9.7804E+12,Night Hoops,Carl Deuker,http://www.openisbn.com/cover/0395979366_72.jpg,Houghton Mifflin Books For Children,256,,
312268033,9.78031E+12,Mr. Mee,Andrew Crumey,http://www.openisbn.com/cover/0312268033_72.jpg,Picador USA,352,,
684850796,9.78068E+12,Inspired Sleep: A Novel,Robert Cohen,http://www.openisbn.com/cover/0684850796_72.jpg,Scribner,400,,
088162280X,9.78088E+12,Teddy Bear Knits,Mo Smith,http://www.openisbn.com/cover/088162280X_72.jpg,Horizon Book Promotions,64,,
688165273,9.78069E+12,Wild Horses: A Novel,Brian Hodge,http://www.openisbn.com/cover/0688165273_72.jpg,William Morrow,320,,
380975440,9.78038E+12,Mosaic,John R. Maxim,http://www.openisbn.com/cover/0380975440_72.jpg,William Morrow,384,,
395430976,9.7804E+12,The Fourth Codex,Robert Houston,http://www.openisbn.com/cover/0395430976_72.jpg,Houghton Mifflin (T),244,,
785272399,9.78079E+12,A Woman's Journey To The Heart Of God,Cynthia Heald,http://www.openisbn.com/cover/0785272399_72.jpg,Thomas Nelson Inc,239,,
1841950955,9.78184E+12,Misadventures,Sylvia Smith,http://www.openisbn.com/cover/1841950955_72.jpg,Canongate UK,208,,
385141041,9.78039E+12,A Voice From The Living,Marc Lovell,http://www.openisbn.com/cover/0385141041_72.jpg,Published For The Crime Club By Doubleday,182,,
967370167,9.78097E+12,Ella Minnow Pea: A Progressively Lipogrammatic Epistolary Fable,Mark Dunn,http://www.openisbn.com/cover/0967370167_72.jpg,MacAdam/Cage Publishing,205,,
785268766,9.78079E+12,Rise Above: God Can Set You Free From Your Weight Problems Forever,Gwen Shamblin,http://www.openisbn.com/cover/0785268766_72.jpg,Thomas Nelson Inc,340,,
312263015,9.78031E+12,Capital Queers: An Alex Reynolds Mystery (Alex Reynolds Mysteries),Fred Hunter,http://www.openisbn.com/cover/0312263015_72.jpg,Stonewall Inn Mysteries,224,,
805056211,9.78081E+12,Biting The Moon,Martha Grimes,http://www.openisbn.com/cover/0805056211_72.jpg,Henry Holt And Co.,301,,
380975920,9.78038E+12,VIOLET HOUR H,R. Montanari,http://www.openisbn.com/cover/0380975920_72.jpg,William Morrow,356,,
446524484,9.78045E+12,A Little Love,C. C. Medina,http://www.openisbn.com/cover/0446524484_72.jpg,Grand Central Publishing,368,,
446519901,9.78045E+12,The Last Best Hope (Matthew Hope Mysteries),Ed McBain,http://www.openisbn.com/cover/0446519901_72.jpg,Grand Central Publishing,304,,
451168364,9.78045E+12,Nectar In A Sieve (Signet),Kamala Markandaya,http://www.openisbn.com/cover/0451168364_72.jpg,Signet,192,,
877735441,9.78088E+12,Seven Taoist Masters: A Folk Novel Of China,Eva Wong,http://www.openisbn.com/cover/0877735441_72.jpg,Shambhala,178,,
961475439,9.78096E+12,The Depression Book: Depression As An Opportunity For Spiritual Practice,Cheri Huber,http://www.openisbn.com/cover/0961475439_72.jpg,Zen Meditation Center,124,,
963625543,9.78096E+12,The Key: And The Name Of The Key Is Willingness,Cheri Huber,,,,,
1559722754,9.78156E+12,The Sewing Circle: Hollywood's Greatest Secret: Female Stars Who Loved Other Women,Axel Madsen,http://www.openisbn.com/cover/1559722754_72.jpg,Birch Lane Press,256,,
807009539,9.78081E+12,Courage To Hope: From Black Suffering To Human Redemption,Quinton Hosford Dixie,http://www.openisbn.com/cover/0807009539_72.jpg,Beacon Press,288,,
451526708,9.78045E+12,Uncle Tom's Cabin: Or,,,,,,
310217067,9.78031E+12,Do Not Lose Heart: Meditations Of Encouragement And Comfort,Dave Dravecky,,,,,
875964818,9.78088E+12,Food Smart: Savory Strategies To Defy Disease (Women's Edge Health Enhancement Guides),Susan G. Berg,,,,,
047116917X,9.78047E+12,Health Psychology: Biopsychosocial Interactions (3rd Edition),Edward P. Sarafino,http://www.openisbn.com/cover/047116917X_72.jpg,Wiley,608,,
786866764,9.78079E+12,The Temple Of Optimism,James Fleming,http://www.openisbn.com/cover/0786866764_72.jpg,Miramax Books,316,,
60805420,9.78006E+12,Murder At The Flea Club,Matthew Head,http://www.openisbn.com/cover/0060805420_72.jpg,Harpercollins,0,,
156027860,9.78016E+12,The Company She Keeps,Mary McCarthy,http://www.openisbn.com/cover/0156027860_72.jpg,Mariner Books,324,,
689856741,9.78069E+12,The Call Of The Wild (Aladdin Classics),Jack London,,,,,
671677217,9.78067E+12,The Way Of The Sword:  Musashi Book 3,Yoshikawa,http://www.openisbn.com/cover/0671677217_72.jpg,Pocket,0,,
671677209,9.78067E+12,The Art Of War:  Musashi Book 2,Yoshikawa,http://www.openisbn.com/cover/0671677209_72.jpg,Pocket,0,,
802754309,9.7808E+12,Suicide Most Foul,J. G Jeffreys,http://www.openisbn.com/cover/0802754309_72.jpg,Walker,204,,
385311044,9.78039E+12,Daybreak,Belva Plain,http://www.openisbn.com/cover/0385311044_72.jpg,Delacorte Press,360,,
472060953,9.78047E+12,The March Up Country: A Translation Of Xenophon's Anabasis (Ann Arbor Paperbacks),Xenophon,,,,,
743205626,9.78074E+12,Maestro : Greenspan's Fed And The American Boom,Bob Woodward,http://www.openisbn.com/cover/0743205626_72.jpg,Simon &amp; Schuster,288,,
671524097,9.78067E+12,SHARP EDGES,Jayne Ann Krentz,http://www.openisbn.com/cover/0671524097_72.jpg,Pocket Bks. 98,0,,
393009165,9.78039E+12,I Knew A Phoenix: Sketches For An Autobiography,May Sarton,http://www.openisbn.com/cover/0393009165_72.jpg,W. W. Norton &amp; Company,222,,
471496421,9.78047E+12,ECFO: Sustaining Value In The New Corporation,Cedric Read,,,,,
44409001,9.78004E+12,Women,,,,,,
553578251,9.78055E+12,Night Work (Kate Martinelli Mysteries),Laurie R. King,http://www.openisbn.com/cover/0553578251_72.jpg,Bantam,416,,
679741917,9.78068E+12,The Immoralist,André Gide,,,,,
312253419,9.78031E+12,America: A Jake Grafton Novel,Stephen Coonts,http://www.openisbn.com/cover/0312253419_72.jpg,St. Martin's Press,400,,
006019832X,9.78006E+12,Hope To Die (Matthew Scudder Mysteries),Lawrence Block,http://www.openisbn.com/cover/006019832X_72.jpg,William Morrow,336,,
089480619X,9.78089E+12,The Book Of Questions: Love &amp; Sex,Gregory Stock,http://www.openisbn.com/cover/089480619X_72.jpg,Workman Publishing Company,207,,
679764399,9.78068E+12,Winchell: Gossip,,,,,,
520088794,9.78052E+12,The Women's Companion To International Film,Annette Kuhn,,,,,
60932139,9.78006E+12,The Unbearable Lightness Of Being,Milan Kundera,,,,,
449912337,9.78045E+12,I'll Always Have Paris,Art Buchwald,http://www.openisbn.com/cover/0449912337_72.jpg,Ballantine Books,264,,
671734598,9.78067E+12,The King Is Dead,Sarah Shankman,http://www.openisbn.com/cover/0671734598_72.jpg,Pocket Books,275,,
031286129X,9.78031E+12,Eden's Gate,David Hagberg,http://www.openisbn.com/cover/031286129X_72.jpg,Forge Books,301,,
962295701,9.78096E+12,Beyond IBM: Leadership Marketing And Finance For The 1990s,Lou Mobley,http://www.openisbn.com/cover/0962295701_72.jpg,Teleonet Inc,0,,
158234311X,9.78158E+12,Ghosty Men: The Strange But True Story Of The Collyer Brothers And My Uncle Arthur,,,,,,
679870423,9.78068E+12,Jacob Two-Two &amp; The Dinosaur,Mordecai Richler,http://www.openisbn.com/cover/0679870423_72.jpg,Knopf Books For Young Readers,0,,
553279114,9.78055E+12,Waiting For The Rain,Sheila Gordon,http://www.openisbn.com/cover/0553279114_72.jpg,Starfire,214,,
345345053,9.78035E+12,A Sand County Almanac (Outdoor Essays &amp; Reflections),Aldo Leopold,http://www.openisbn.com/cover/0345345053_72.jpg,Ballantine Books,320,,
671028294,9.78067E+12,Miami Twilight,Tom Coffey,http://www.openisbn.com/cover/0671028294_72.jpg,Atria,304,,
961000805,9.78096E+12,Ghost Stories Of Berks County (Ghost Stories Of Berks County (Pennsylvania)),Charles J.,,,,,
316105163,9.78032E+12,Vic Braden's Mental Tennis: How To Psych Yourself To A Winning Game,Vic Braden,,,,,
376024852,9.78038E+12,Low Fat Italian Cookbook: Recipes For Healthy Eating (Low Fat Ways To Cook),Sunset Books,http://www.openisbn.com/cover/0376024852_72.jpg,Sunset Publishing Corporation,96,,
376024763,9.78038E+12,Low-Fat Stir Fry Cookbook: Recipes For Healthy Eating (Low Fat Ways To Cook),Sunset Books,http://www.openisbn.com/cover/0376024763_72.jpg,Sunset Publishing Corporation,96,,
425064506,9.78043E+12,Summer,Edith Wharton,http://www.openisbn.com/cover/0425064506_72.jpg,Berkley,0,,
1929156006,9.78193E+12,Rebel Without Applause : Tales From The Castro Renaissance,C. Whitefeather Daniels,http://www.openisbn.com/cover/1929156006_72.jpg,Fog City Publishers,140,,
553268724,9.78055E+12,Strange Toys,Patricia Geary,http://www.openisbn.com/cover/0553268724_72.jpg,Spectra,0,,
1582431264,9.78158E+12,Breakfast With Scot,Michael Downing,http://www.openisbn.com/cover/1582431264_72.jpg,Counterpoint,194,,
1883642442,9.78188E+12,Hero,Frederick G. Dillen,http://www.openisbn.com/cover/1883642442_72.jpg,Steerforth Press,130,,
1573221686,9.78157E+12,Laura Blundy,Julie Myerson,http://www.openisbn.com/cover/1573221686_72.jpg,Riverhead Hardcover,272,,
395984165,9.7804E+12,The Fall Of The Year (.),Howard Frank Mosher,http://www.openisbn.com/cover/0395984165_72.jpg,Houghton Mifflin Harcourt,288,,
805066667,9.78081E+12,Afterimage,Helen Humphreys,http://www.openisbn.com/cover/0805066667_72.jpg,Metropolitan Books,240,,
590465880,9.78059E+12,Daniel's Story,Carol Matas,http://www.openisbn.com/cover/0590465880_72.jpg,Scholastic Paperbacks,144,,
039594113X,9.7804E+12,Hunts In Dreams,Tom Drury,http://www.openisbn.com/cover/039594113X_72.jpg,Houghton Mifflin Company,192,,
60282320,9.78006E+12,The Color Of My Words,Lynn Joseph,http://www.openisbn.com/cover/0060282320_72.jpg,HarperCollins,144,,
312876610,9.78031E+12,Vivienne,Richard Hoyt,http://www.openisbn.com/cover/0312876610_72.jpg,Forge Books,320,,
60194170,9.78006E+12,About The Author,John Colapinto,http://www.openisbn.com/cover/0060194170_72.jpg,Harper,272,,
385492979,9.78039E+12,In The Presence Of Horses,Barbara Dimmick,http://www.openisbn.com/cover/0385492979_72.jpg,Doubleday,352,,
395945151,9.7804E+12,Like Normal People,Karen Bender,http://www.openisbn.com/cover/0395945151_72.jpg,Houghton Mifflin Harcourt,288,,
375402721,9.78038E+12,Original Bliss,A. L. Kennedy,http://www.openisbn.com/cover/0375402721_72.jpg,Knopf,213,,
316472409,9.78032E+12,Sonny Liston Was A Friend Of Mine: Stories,Thom Jones,http://www.openisbn.com/cover/0316472409_72.jpg,Back Bay Books,320,,
944072917,9.78094E+12,Soon: Tales From Hospice,A.G. Mojtabai,http://www.openisbn.com/cover/0944072917_72.jpg,Zoland Books,224,,
1582430225,9.78158E+12,First Snow On Fuji,Yasunari Kawabata,,,,,
385478194,9.78039E+12,Glass,,,,,,
60926066,9.78006E+12,Animal Happiness,Vicki Hearne,http://www.openisbn.com/cover/0060926066_72.jpg,Perennial,256,,
865342695,9.78087E+12,Beyond The Brooklyn Bridge,Bernice Carton,http://www.openisbn.com/cover/0865342695_72.jpg,Sunstone Pr,159,,
380762951,9.78038E+12,Just Desserts (Bed-And-Breakfast Mysteries),Mary Daheim,http://www.openisbn.com/cover/0380762951_72.jpg,Avon,256,,
505525054,9.78051E+12,Lord Of The Dark Sun,Stobie Piel,http://www.openisbn.com/cover/0505525054_72.jpg,Love Spell,358,,
44409575,9.78004E+12,No Angels: Women Who Commit Violence,Alice Myers,,,,,
1559360739,9.78156E+12,Angels In America,,,,,,
1559360615,9.78156E+12,Angels In America,,,,,,
679722068,9.78068E+12,Death In Venice: And Seven Other Stories,Thomas Mann,,,,,
038070336X,9.78038E+12,Terrible Tide,Charlotte MacLeod,,,,,
810980991,9.78081E+12,Maasai,Tepilit Ole Saitoti,,,,,
448192187,9.78045E+12,Animals And Where They Live (Windows On The World),John Feltwell,http://www.openisbn.com/cover/0448192187_72.jpg,Grosset &amp; Dunlap,64,,
141312181,9.78014E+12,A Face In Every Window,Han Nolan,http://www.openisbn.com/cover/0141312181_72.jpg,Puffin,272,,
706431642,9.78071E+12,Bio Of A Space Tyrant,Piers Anthony,http://www.openisbn.com/cover/0706431642_72.jpg,Book Sales,768,,
671019961,9.78067E+12,Public Enemies: The Host Of America's Most Wanted Targets The Nation's Most Notorious Criminals,John Walsh,,,,,
449217493,9.78045E+12,Caribbean,James A. Michener,http://www.openisbn.com/cover/0449217493_72.jpg,Fawcett,832,,
449214192,9.78045E+12,Centennial,James A. Michener,http://www.openisbn.com/cover/0449214192_72.jpg,Fawcett,1056,,
1878580450,9.78188E+12,The Gothic Twilight: Stories,Stephen-Paul Martin,http://www.openisbn.com/cover/1878580450_72.jpg,Leaping Dog Press,96,,
679437037,9.78068E+12,Education On The Edge Of Possibility,Geoffrey Caine,,,,,
375707409,9.78038E+12,A Boy's Own Story,Edmund White,http://www.openisbn.com/cover/0375707409_72.jpg,Vintage,224,,
471155454,9.78047E+12,Bloomberg By Bloomberg,Michael R. Bloomberg,,,,,
446605964,9.78045E+12,Never Street (The Amos Walker Series #12),Loren D. Estleman,http://www.openisbn.com/cover/0446605964_72.jpg,Grand Central Publishing,352,,
374309302,9.78037E+12,The Boy In The Burning House,Tim Wynne-Jones,http://www.openisbn.com/cover/0374309302_72.jpg,Farrar,,,
449206513,9.78045E+12,The Bridges At Toko-Ri,James A. Michener,http://www.openisbn.com/cover/0449206513_72.jpg,Fawcett,128,,
037581177X,9.78038E+12,Anne Frank In The World,Anne Frank House,http://www.openisbn.com/cover/037581177X_72.jpg,Knopf Books For Young Readers,144,,
385480334,9.78039E+12,The Diary Of A Young Girl,Anne Frank,,,,,
61092614,9.78006E+12,Finding Moon,Tony Hillerman,http://www.openisbn.com/cover/0061092614_72.jpg,HarperTorch,368,,
451133129,9.78045E+12,Growing Up (Signet),Russell Baker,http://www.openisbn.com/cover/0451133129_72.jpg,Signet,352,,
684858266,9.78068E+12,Black Cabs,John Mclaren,http://www.openisbn.com/cover/0684858266_72.jpg,Simon Schuster Trade,384,,
449244741,9.78045E+12,The Covenant,James A. Michener,,,,,
449238598,9.78045E+12,Source,James A. Michener,http://www.openisbn.com/cover/0449238598_72.jpg,Fawcett,0,,
140093451,9.78014E+12,Natural Enemy (Penguin Crime Fiction),Jane Langton,http://www.openisbn.com/cover/0140093451_72.jpg,Penguin Books,282,,
317532901,9.78032E+12,Machine Dreams,Jayne Anne Phillips,http://www.openisbn.com/cover/0317532901_72.jpg,Cambridge University Press,0,,
380755408,9.78038E+12,The Grub-And-Stakers Spin A Yarn,Charlotte MacLeod,http://www.openisbn.com/cover/0380755408_72.jpg,Avon Books (Mm),0,,
067168079X,9.78067E+12,Smokescreen,Dick Francis,http://www.openisbn.com/cover/067168079X_72.jpg,Pocket,0,,
449147452,9.78045E+12,All Hallows' Evil (A Susan Henshaw Mystery #4),Valerie Wolzien,http://www.openisbn.com/cover/0449147452_72.jpg,Fawcett,256,,
380704056,9.78038E+12,Murder At The Palace,Elliott Roosevelt,http://www.openisbn.com/cover/0380704056_72.jpg,Avon Books (Mm),264,,
038070529X,9.78038E+12,Murder In The Rose Garden,Elliott Roosevelt,http://www.openisbn.com/cover/038070529X_72.jpg,Avon Books (Mm),0,,
879052686,9.78088E+12,Walks In Gertrude Stein's Paris,Mary Ellen Haight,http://www.openisbn.com/cover/0879052686_72.jpg,Gibbs Smith,143,,
449234940,9.78045E+12,Centennial,James A. Michener,http://www.openisbn.com/cover/0449234940_72.jpg,Fawcett Crest Books,,,
671680765,9.78067E+12,Bone-Crack,Dick Francis,http://www.openisbn.com/cover/0671680765_72.jpg,Pocket,0,,
042518904X,9.78043E+12,Widow's Walk (Spenser),Robert B. Parker,http://www.openisbn.com/cover/042518904X_72.jpg,Berkley,352,,
553284134,9.78055E+12,Journey Into Madness,Gordon Thomas,http://www.openisbn.com/cover/0553284134_72.jpg,Bantam,0,,
451166876,9.78045E+12,Lust Killer: Updated Edition (Signet True Crime),Ann Rule,,,,,
446670332,9.78045E+12,Touched By Angels,Eileen Elias Freeman,http://www.openisbn.com/cover/0446670332_72.jpg,Grand Central Publishing,228,,
812527259,9.78081E+12,Black Wind,F. Paul Wilson,http://www.openisbn.com/cover/0812527259_72.jpg,Tor Books,0,,
440212049,9.78044E+12,Threat Case,J.C. Pollock,http://www.openisbn.com/cover/0440212049_72.jpg,Dell,356,,
553199552,9.78055E+12,Trevayne,Robert Ludlum,http://www.openisbn.com/cover/0553199552_72.jpg,Bantam,0,,
449220923,9.78045E+12,Creatures Of The Kingdom,James A. Michener,http://www.openisbn.com/cover/0449220923_72.jpg,Fawcett,0,,
375758771,9.78038E+12,The Glass Palace: A Novel,Amitav Ghosh,http://www.openisbn.com/cover/0375758771_72.jpg,Random House Trade Paperbacks,512,,
899669611,9.7809E+12,The Green Hat,Michael Arlen,http://www.openisbn.com/cover/0899669611_72.jpg,Buccaneer Books,0,,
60924799,9.78006E+12,More Tales Of The City (Tales Of The City,,,,,,
399122702,9.7804E+12,Born With The Century,William Kinsolving,http://www.openisbn.com/cover/0399122702_72.jpg,Putnam,515,,
449210928,9.78045E+12,Texas,James A. Michener,http://www.openisbn.com/cover/0449210928_72.jpg,Fawcett,1322,,
812534379,9.78081E+12,My Lost Mexico,James A. Michener,http://www.openisbn.com/cover/0812534379_72.jpg,Forge Books,224,,
449239594,9.78045E+12,Caravans 1,James A. Michener,http://www.openisbn.com/cover/0449239594_72.jpg,Fawcett,0,,
140036636,9.78014E+12,The Open House,Michael Innes,http://www.openisbn.com/cover/0140036636_72.jpg,Penguin Books,160,,
553272934,9.78055E+12,Hunger Of Memory : The Education Of Richard Rodriguez,Richard Rodriguez,http://www.openisbn.com/cover/0553272934_72.jpg,Bantam,212,,
451409655,9.78045E+12,Mob Over Miami,Michele R. McPhee,http://www.openisbn.com/cover/0451409655_72.jpg,Onyx,320,,
1555972403,9.78156E+12,Otherwise: New And Selected Poems,Jane Kenyon,,,,,
521425042,9.78052E+12,The Merchant Of Venice (Cambridge School Shakespeare),William Shakespeare,,,,,
345343727,9.78035E+12,Familiar Spirits (Elizabethan Mystery),Leonard Tourney,http://www.openisbn.com/cover/0345343727_72.jpg,Ballantine Books,0,,
804113645,9.7808E+12,The Daughters Of Cain,Colin Dexter,http://www.openisbn.com/cover/0804113645_72.jpg,Fawcett,320,,
671664824,9.78067E+12,Bethany's Sin,Robert R. McCammon,http://www.openisbn.com/cover/0671664824_72.jpg,Pocket,348,,
038072121X,9.78038E+12,In The Electric Mist With Confederate Dead,James Lee Burke,http://www.openisbn.com/cover/038072121X_72.jpg,Avon,384,,
067172018X,9.78067E+12,Falkenberg's Legion,Jerry Pournelle,http://www.openisbn.com/cover/067172018X_72.jpg,Baen,448,,
345388747,9.78035E+12,Stricken Field (A Handful Of Men,,,,,,
055329010X,9.78055E+12,UNDER THE EYE OF GOD,David Gerrold,http://www.openisbn.com/cover/055329010X_72.jpg,Bantam Books,0,,
553262815,9.78055E+12,River Of Time,,,,,,
812502701,9.78081E+12,The Boat Of A Million Years,Poul Anderson,http://www.openisbn.com/cover/0812502701_72.jpg,Tor Books,0,,
786705337,9.78079E+12,The Mammoth Book Of Comic Fantasy,Mike Ashley,http://www.openisbn.com/cover/0786705337_72.jpg,Carroll &amp; Graf Pub,524,,
812532236,9.78081E+12,Privateers,Ben Bova,http://www.openisbn.com/cover/0812532236_72.jpg,St Martins Press,383,,
425086577,9.78043E+12,Exiles Trilogy,Ben Bova,http://www.openisbn.com/cover/0425086577_72.jpg,Berkley,441,,
812532082,9.78081E+12,Test Of Fire,Ben Bova,http://www.openisbn.com/cover/0812532082_72.jpg,Tor Books,320,,
812532368,9.78081E+12,Voyagers III: Star Brothers (Voyagers (Tor)),Ben Bova,http://www.openisbn.com/cover/0812532368_72.jpg,Tor Books,352,,
812500768,9.78081E+12,Voyagers,Ben Bova,http://www.openisbn.com/cover/0812500768_72.jpg,Tor Books,400,,
553249355,9.78055E+12,West Of Eden (Eden,,,,,,
553277006,9.78055E+12,Return To Eden,Harry Harrison,,,,,
441007910,9.78044E+12,Phule Me Twice (Phule's Company),Robert Asprin,,,,,
441132456,9.78044E+12,Cyber Way,Alan Dean Foster,http://www.openisbn.com/cover/0441132456_72.jpg,Ace,320,,
446341819,9.78045E+12,Spellsinger #02: The Hour Of The Gate,Alan Dean Foster,http://www.openisbn.com/cover/0446341819_72.jpg,Not Avail,0,,
671746340,9.78067E+12,The Activist's Almanac: The Concerned Citizen's Guide To The Leading Advocacy Organizations In America,David S. Walls,http://www.openisbn.com/cover/0671746340_72.jpg,Fireside,431,,
671899007,9.78067E+12,Warriors Don't Cry,Melba Pattillo Beals,http://www.openisbn.com/cover/0671899007_72.jpg,Simon Pulse,226,,
1878067265,9.78188E+12,In Love And In Danger: A Teen's Guide To Breaking Free Of Abusive Relationships,Barrie Levy,http://www.openisbn.com/cover/1878067265_72.jpg,Seal Pr,120,,
553266640,9.78055E+12,Across The Sea Of Suns,Gregory Benford,http://www.openisbn.com/cover/0553266640_72.jpg,Spectra,0,,
553290053,9.78055E+12,Against Infinity,Arthur C. Clarke,http://www.openisbn.com/cover/0553290053_72.jpg,Spectra,0,,
380790521,9.78038E+12,Cosm,Gregory Benford,http://www.openisbn.com/cover/0380790521_72.jpg,Eos,384,,
553573322,9.78055E+12,Sailing Bright Eternity,Gregory Benford,http://www.openisbn.com/cover/0553573322_72.jpg,Spectra,464,,
345326008,9.78035E+12,The Wounded Land,Stephen R. Donaldson,http://www.openisbn.com/cover/0345326008_72.jpg,Del Rey,0,,
273637371,9.78027E+12,High Finance In The Euro-Zone: Competing In The New European Capital Market,Ingo Walter,,,,,
087584877X,9.78088E+12,Blown To Bits: How The New Economics Of Information Transforms Strategy,Philip Evans,,,,,
553298178,9.78055E+12,The Garden Of Rama,Arthur C. Clarke,,,,,
812520629,9.78081E+12,The Last Aerie (Vampire World),Brian Lumley,http://www.openisbn.com/cover/0812520629_72.jpg,Tor Books,768,,
446350982,9.78045E+12,Presumed Innocent,Scott Turow,http://www.openisbn.com/cover/0446350982_72.jpg,Not Avail,0,,
590419668,9.78059E+12,Othello (Point Signature Editions),Julius Lester,http://www.openisbn.com/cover/0590419668_72.jpg,Scholastic Paperbacks,176,,
886774926,9.78089E+12,Relic Of Empire (Forbidden Borders #2),W. Michael Gear,http://www.openisbn.com/cover/0886774926_72.jpg,DAW,640,,
039472366X,9.78039E+12,WHITE MISCHIEF,James Fox,http://www.openisbn.com/cover/039472366X_72.jpg,Vintage,299,,
671720791,9.78067E+12,Man-Kzin Wars IV,Larry With Kingsbury,,,,,
449206505,9.78045E+12,Return To Paradise,James A. Michener,http://www.openisbn.com/cover/0449206505_72.jpg,Fawcett,416,,
449214206,9.78045E+12,The Covenant,James A. Michener,http://www.openisbn.com/cover/0449214206_72.jpg,Fawcett,1248,,
812513010,9.78081E+12,The Eagle And The Raven,James A. Michener,http://www.openisbn.com/cover/0812513010_72.jpg,Tor Books,256,,
684859017,9.78068E+12,South Mountain Road: A Daughter's Journey Of Discovery,Hesper Anderson,http://www.openisbn.com/cover/0684859017_72.jpg,Simon &amp; Schuster,288,,
671654047,9.78067E+12,Ardneh's World (Empire Of The East,,,,,,
394450779,9.78039E+12,The Voice Of Asia,James A. Michener,http://www.openisbn.com/cover/0394450779_72.jpg,Random House,338,,
743434870,9.78074E+12,Friday The Rabbi Slept Late (Rabbi Small Mystery),Harry Kemelman,http://www.openisbn.com/cover/0743434870_72.jpg,I Books,208,,
1850180490,9.78185E+12,The Eastenders,,,,,,
425187403,9.78043E+12,Body Of Intuition,Claire Daniels,http://www.openisbn.com/cover/0425187403_72.jpg,Berkley,304,,
449232042,9.78045E+12,SPORTS IN AMERICA,James A. Michener,http://www.openisbn.com/cover/0449232042_72.jpg,Fawcett,0,,
679781420,9.78068E+12,Down These Mean Streets,Piri Thomas,http://www.openisbn.com/cover/0679781420_72.jpg,Vintage,352,,
684864185,9.78068E+12,Manchild In The Promised Land,Claude Brown,http://www.openisbn.com/cover/0684864185_72.jpg,Touchstone,416,,
034535933X,9.78035E+12,The Saracen:  The Holy War,Robert Shea,http://www.openisbn.com/cover/034535933X_72.jpg,Ballantine Books,357,,
345373480,9.78035E+12,Warrior,Donald E. McQuinn,http://www.openisbn.com/cover/0345373480_72.jpg,Del Rey,30,,
671809385,9.78067E+12,Plague Ship,Frank G. Slaughter,http://www.openisbn.com/cover/0671809385_72.jpg,Pocket,296,,
312924291,9.78031E+12,The Westies: Inside New York's Irish Mob,T. J. English,http://www.openisbn.com/cover/0312924291_72.jpg,St. Martin's Paperbacks,416,,
1565846567,9.78157E+12,Hard Times: An Oral History Of The Great Depression,Studs Terkel,http://www.openisbn.com/cover/1565846567_72.jpg,New Press,,,
61003425,9.78006E+12,The Call Of The Canyon,Zane Grey,http://www.openisbn.com/cover/0061003425_72.jpg,Harpercollins (Mm),336,,
451174186,9.78045E+12,A Cast Of Killers (Signet),Sidney D. Kirkpatrick,http://www.openisbn.com/cover/0451174186_72.jpg,Onyx,336,,
140171673,9.78014E+12,The Snapper,Roddy Doyle,http://www.openisbn.com/cover/0140171673_72.jpg,Penguin (Non-Classics),224,,
804103712,9.7808E+12,The Body In The Volvo,K.K. Beck,http://www.openisbn.com/cover/0804103712_72.jpg,Ivy Books,0,,
380722607,9.78038E+12,Contents Under Pressure (Avon Twilight Mystery) (1st In Britt Montero Mystery Series),Edna Buchanan,http://www.openisbn.com/cover/0380722607_72.jpg,Avon,368,,
1558173331,9.78156E+12,Scorpion's Dance,Warren Murphy,http://www.openisbn.com/cover/1558173331_72.jpg,Pinnacle Books,1,,
044921849X,9.78045E+12,French Kiss,Eric V Lustbader,http://www.openisbn.com/cover/044921849X_72.jpg,Random House Publishing Group,0,,
345343263,9.78035E+12,THE STONE ARROW (Pagans Trilogy,,,,,,
671559044,9.78067E+12,The Golden People,Fred Saberhagen,http://www.openisbn.com/cover/0671559044_72.jpg,Baen,0,,
345312015,9.78035E+12,Hooligans,William Diehl,http://www.openisbn.com/cover/0345312015_72.jpg,Ballantine Books,448,,
375757643,9.78038E+12,The Last Of The Mohicans (Modern Library Classics),James Fenimore Cooper,,,,,
449205983,9.78045E+12,Shan,Eric Van Lustbader,http://www.openisbn.com/cover/0449205983_72.jpg,Fawcett,544,,
451158717,9.78045E+12,Who's Afraid Of Virginia Woolf?,Edward Albee,http://www.openisbn.com/cover/0451158717_72.jpg,Signet,272,,
671677225,9.78067E+12,Musashi No. 4 : Bushido Code,Yoshikawa,http://www.openisbn.com/cover/0671677225_72.jpg,Pocket,216,,
821738976,9.78082E+12,Kisaeng,Marc Olden,http://www.openisbn.com/cover/0821738976_72.jpg,Zebra,0,,
836218981,9.78084E+12,The Indispensable Calvin And Hobbes (Calvin &amp; Hobbes),Bill Watterson,http://www.openisbn.com/cover/0836218981_72.jpg,Andrews McMeel Publishing,256,,
810913038,9.78081E+12,Maasai,Tepilit Ole Saitoti,,,,,
006028739X,9.78006E+12,Boston Jane Series: An Adventure,Jennifer L. Holm,http://www.openisbn.com/cover/006028739X_72.jpg,HarperCollins,288,,
375761225,9.78038E+12,Washington Square (Modern Library Classics),Henry James,,,,,
